Project,Package,Class,Method,Smell,Description,Method start line no,File
java,org.apache.roller.weblogger.ui.rendering.util.mobile,LiteDeviceResolver,resolveDevice,Complex Method,Cyclomatic complexity of the method is 18,65,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/LiteDeviceResolver.java
java,org.apache.roller.weblogger.ui.rendering.util.mobile,LiteDeviceResolver,resolveDevice,Magic Number,The method contains a magic number: 4,65,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/LiteDeviceResolver.java
java,org.apache.roller.weblogger.ui.rendering.util.mobile,LiteDeviceResolver,resolveDevice,Magic Number,The method contains a magic number: 4,65,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/LiteDeviceResolver.java
java,org.apache.roller.weblogger.ui.rendering.util.mobile,LiteDeviceResolver,init,Long Identifier,The length of the field KNOWN_MOBILE_USER_AGENT_PREFIXES is 32.,165,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/LiteDeviceResolver.java
java,org.apache.roller.weblogger.ui.rendering.util.mobile,LiteDeviceResolver,init,Long Identifier,The length of the field KNOWN_MOBILE_USER_AGENT_KEYWORDS is 32.,165,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/LiteDeviceResolver.java
java,org.apache.roller.weblogger.ui.rendering.util.mobile,LiteDeviceResolver,init,Long Identifier,The length of the field KNOWN_TABLET_USER_AGENT_KEYWORDS is 32.,165,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/LiteDeviceResolver.java
java,org.apache.roller.weblogger.ui.rendering.util.cache,PlanetCache,PlanetCache,Empty catch clause,The method has an empty catch block.,57,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/cache/PlanetCache.java
java,org.apache.roller.weblogger.ui.rendering.util.cache,PlanetCache,generateKey,Magic Number,The method contains a magic number: 128,178,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/cache/PlanetCache.java
java,org.apache.roller.weblogger.ui.rendering.util.cache,WeblogPageCache,generateKey,Complex Method,Cyclomatic complexity of the method is 11,148,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/cache/WeblogPageCache.java
java,org.apache.roller.weblogger.ui.rendering.util.cache,WeblogPageCache,generateKey,Magic Number,The method contains a magic number: 128,148,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/cache/WeblogPageCache.java
java,org.apache.roller.weblogger.ui.rendering.util.cache,SiteWideCache,generateKey,Complex Method,Cyclomatic complexity of the method is 11,176,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/cache/SiteWideCache.java
java,org.apache.roller.weblogger.ui.rendering.util.cache,SiteWideCache,generateKey,Magic Number,The method contains a magic number: 128,176,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/cache/SiteWideCache.java
java,org.apache.roller.weblogger.ui.rendering.util.cache,SiteWideCache,generateKey,Magic Number,The method contains a magic number: 128,257,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/cache/SiteWideCache.java
java,org.apache.roller.weblogger.ui.rendering.util.cache,WeblogFeedCache,generateKey,Magic Number,The method contains a magic number: 128,150,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/cache/WeblogFeedCache.java
java,org.apache.roller.weblogger.planet.business,WebloggerRomeFeedFetcher,fetchSubscription,Complex Method,Cyclomatic complexity of the method is 10,62,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/planet/business/WebloggerRomeFeedFetcher.java
java,org.apache.roller.weblogger.planet.business,WebloggerRomeFeedFetcher,fetchSubscription,Magic Number,The method contains a magic number: 2,62,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/planet/business/WebloggerRomeFeedFetcher.java
java,org.apache.roller.weblogger.planet.ui,PlanetConfig,save,Complex Conditional,The conditional expression updProp.getValue() != null && (updProp.getValue().equals("true") || updProp.getValue().equals("false")) is complex.,110,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/planet/ui/PlanetConfig.java
java,org.apache.roller.weblogger.planet.ui,PlanetConfig,save,Complex Method,Cyclomatic complexity of the method is 8,110,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/planet/ui/PlanetConfig.java
java,org.apache.roller.weblogger.planet.tasks,SyncWebsitesTask,runTask,Long Statement,The length of the statement "List<Weblog> websites=WebloggerFactory.getWeblogger().getWeblogManager().getWeblogs(Boolean.TRUE`Boolean.TRUE`null`null`0`-1);" is 126.,139,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/planet/tasks/SyncWebsitesTask.java
java,org.apache.roller.weblogger.pojos,PingQueueEntry,PingQueueEntry,Long Parameter List,The method has 5 parameters. ,52,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/PingQueueEntry.java
java,org.apache.roller.weblogger.pojos,WeblogTemplate,addTemplateRendition,Long Statement,The length of the statement "throw new IllegalArgumentException("Rendition type '" + newRendition.getType() + " for template '"+ this.getName()+ "' already exists.");" is 137.,200,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/WeblogTemplate.java
java,org.apache.roller.weblogger.pojos,AutoPing,equals,Long Statement,The length of the statement "return new EqualsBuilder().append(getId()`o.getId()).append(getPingTarget()`o.getPingTarget()).append(getWebsite()`o.getWebsite()).isEquals();" is 142.,128,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/AutoPing.java
java,org.apache.roller.weblogger.pojos,WeblogBookmark,WeblogBookmark,Long Parameter List,The method has 6 parameters. ,54,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/WeblogBookmark.java
java,org.apache.roller.weblogger.pojos,WeblogBookmark,calculatePriority,Magic Number,The method contains a magic number: 2,81,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/WeblogBookmark.java
java,org.apache.roller.weblogger.pojos,WeblogBookmark,equals,Long Statement,The length of the statement "return new EqualsBuilder().append(getName()`o.getName()).append(getFolder()`o.getFolder()).append(getUrl()`o.getUrl()).isEquals();" is 130.,172,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/WeblogBookmark.java
java,org.apache.roller.weblogger.pojos,MediaFileDirectory,equals,Long Statement,The length of the statement "return new EqualsBuilder().append(getId()`o.getId()).append(getName()`o.getName()).append(getDescription()`o.getDescription()).isEquals();" is 138.,160,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/MediaFileDirectory.java
java,org.apache.roller.weblogger.pojos,Weblog,Weblog,Long Parameter List,The method has 8 parameters. ,103,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/Weblog.java
java,org.apache.roller.weblogger.pojos,Weblog,toString,Long Statement,The length of the statement "return "{" + getId() + "` "+ getHandle()+ "` "+ getName()+ "` "+ getEmailAddress()+ "` "+ getLocale()+ "` "+ getTimeZone()+ "}";" is 128.,125,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/Weblog.java
java,org.apache.roller.weblogger.pojos,Weblog,getBookmarkFolder,Complex Conditional,The conditional expression folderName == null || folderName.equals("nil") || folderName.trim().equals("/") is complex.,726,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/Weblog.java
java,org.apache.roller.weblogger.pojos,WeblogEntryComment,equals,Long Statement,The length of the statement "return new EqualsBuilder().append(getName()`o.getName()).append(getPostTime()`o.getPostTime()).append(getWeblogEntry()`o.getWeblogEntry()).isEquals();" is 150.,320,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntryComment.java
java,org.apache.roller.weblogger.pojos,WeblogEntryTag,WeblogEntryTag,Long Parameter List,The method has 6 parameters. ,50,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntryTag.java
java,org.apache.roller.weblogger.pojos,WeblogEntry,WeblogEntry,Long Parameter List,The method has 11 parameters. ,114,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java
java,org.apache.roller.weblogger.pojos,WeblogEntry,getComments,Empty catch clause,The method has an empty catch block.,719,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java
java,org.apache.roller.weblogger.pojos,WeblogEntry,getRss09xDescription,Magic Number,The method contains a magic number: 3,789,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java
java,org.apache.roller.weblogger.pojos,WeblogEntry,createAnchorBase,Magic Number,The method contains a magic number: 5,805,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java
java,org.apache.roller.weblogger.pojos,WeblogEntry,displayContent,Complex Conditional,The conditional expression readMoreLink == null || readMoreLink.isBlank() || "nil".equals(readMoreLink) is complex.,972,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java
java,org.apache.roller.weblogger.pojos,MediaFile,getThumbnailHeight,Complex Conditional,The conditional expression isImageFile() && (thumbnailWidth == -1 || thumbnailHeight == -1) is complex.,471,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/MediaFile.java
java,org.apache.roller.weblogger.pojos,MediaFile,getThumbnailWidth,Complex Conditional,The conditional expression isImageFile() && (thumbnailWidth == -1 || thumbnailHeight == -1) is complex.,481,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/MediaFile.java
java,org.apache.roller.weblogger.pojos,User,User,Long Parameter List,The method has 9 parameters. ,58,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/User.java
java,org.apache.roller.weblogger.pojos,StatCount,StatCount,Long Parameter List,The method has 5 parameters. ,46,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/StatCount.java
java,org.apache.roller.weblogger.pojos,WeblogCategory,calculatePosition,Magic Number,The method contains a magic number: 2,68,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/WeblogCategory.java
java,org.apache.roller.weblogger.pojos,CustomTemplateRendition,equals,Long Statement,The length of the statement "return new EqualsBuilder().append(getWeblogTemplate().getId()`o.getWeblogTemplate().getId()).append(getTemplate()`o.getTemplate()).isEquals();" is 142.,97,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/CustomTemplateRendition.java
java,org.apache.roller.weblogger.pojos,WeblogPermission,implies,Complex Method,Cyclomatic complexity of the method is 10,81,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/WeblogPermission.java
java,org.apache.roller.weblogger.pojos,WeblogPermission,equals,Long Statement,The length of the statement "return new EqualsBuilder().append(getUserName()`o.getUserName()).append(getObjectId()`o.getObjectId()).append(getActions()`o.getActions()).isEquals();" is 150.,122,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/WeblogPermission.java
java,org.apache.roller.weblogger.pojos,GlobalPermission,implies,Complex Method,Cyclomatic complexity of the method is 13,95,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/GlobalPermission.java
java,org.apache.roller.weblogger.pojos.wrapper,WeblogEntryWrapper,getCategories,Long Statement,The length of the statement "return this.pojo.getCategories().stream().map(cat -> WeblogCategoryWrapper.wrap(cat`urlStrategy)).collect(Collectors.toList());" is 127.,70,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/wrapper/WeblogEntryWrapper.java
java,org.apache.roller.weblogger.pojos.wrapper,WeblogEntryWrapper,getTags,Long Statement,The length of the statement "return this.pojo.getTags().stream().sorted(new WeblogEntryTagComparator()).map(WeblogEntryTagWrapper::wrap).collect(Collectors.toList());" is 137.,181,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/wrapper/WeblogEntryWrapper.java
java,org.apache.roller.weblogger.pojos.wrapper,WeblogEntryWrapper,getComments,Long Statement,The length of the statement "return this.pojo.getComments().stream().map(comment -> WeblogEntryCommentWrapper.wrap(comment`urlStrategy)).collect(Collectors.toList());" is 137.,209,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/wrapper/WeblogEntryWrapper.java
java,org.apache.roller.weblogger.pojos.wrapper,WeblogEntryWrapper,getComments,Long Statement,The length of the statement "return this.pojo.getComments(ignoreSpam`approvedOnly).stream().map(comment -> WeblogEntryCommentWrapper.wrap(comment`urlStrategy)).collect(Collectors.toList());" is 160.,216,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/wrapper/WeblogEntryWrapper.java
java,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,getStylesheet,Long Statement,The length of the statement "return urlStrategy.getWeblogPageURL(this.pojo`null`this.pojo.getTheme().getStylesheet().getLink()`null`null`null`null`0`false);" is 127.,225,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/wrapper/WeblogWrapper.java
java,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,getWeblogCategories,Long Statement,The length of the statement "return this.pojo.getWeblogCategories().stream().map(cat -> WeblogCategoryWrapper.wrap(cat`urlStrategy)).collect(Collectors.toList());" is 133.,281,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/wrapper/WeblogWrapper.java
java,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,getRecentWeblogEntries,Long Statement,The length of the statement "return this.pojo.getRecentWeblogEntries(cat`length).stream().map(entry -> WeblogEntryWrapper.wrap(entry`urlStrategy)).collect(Collectors.toList());" is 147.,292,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/wrapper/WeblogWrapper.java
java,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,getRecentWeblogEntriesByTag,Long Statement,The length of the statement "return this.pojo.getRecentWeblogEntriesByTag(tag`length).stream().map(entry -> WeblogEntryWrapper.wrap(entry`urlStrategy)).collect(Collectors.toList());" is 152.,299,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/wrapper/WeblogWrapper.java
java,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,getRecentComments,Long Statement,The length of the statement "return this.pojo.getRecentComments(length).stream().map(wec -> WeblogEntryCommentWrapper.wrap(wec`urlStrategy)).collect(Collectors.toList());" is 141.,306,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/wrapper/WeblogWrapper.java
java,org.apache.roller.weblogger.pojos.wrapper,WeblogCategoryWrapper,retrieveWeblogEntries,Long Statement,The length of the statement "return this.pojo.retrieveWeblogEntries(publishedOnly).stream().map(entry -> WeblogEntryWrapper.wrap(entry`urlStrategy)).collect(Collectors.toList());" is 149.,80,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/pojos/wrapper/WeblogCategoryWrapper.java
java,org.apache.roller.weblogger.util,I18nUtils,toLocale,Complex Method,Cyclomatic complexity of the method is 11,30,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/I18nUtils.java
java,org.apache.roller.weblogger.util,I18nUtils,toLocale,Magic Number,The method contains a magic number: 2,30,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/I18nUtils.java
java,org.apache.roller.weblogger.util,I18nUtils,toLocale,Magic Number,The method contains a magic number: 3,30,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/I18nUtils.java
java,org.apache.roller.weblogger.util,I18nUtils,toLocale,Magic Number,The method contains a magic number: 2,30,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/I18nUtils.java
java,org.apache.roller.weblogger.util,I18nUtils,toLocale,Magic Number,The method contains a magic number: 2,30,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/I18nUtils.java
java,org.apache.roller.weblogger.util,I18nUtils,toLocale,Magic Number,The method contains a magic number: 2,30,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/I18nUtils.java
java,org.apache.roller.weblogger.util,BannedwordslistChecker,checkReferrer,Long Statement,The length of the statement "Bannedwordslist.populateSpamRules(WebloggerRuntimeConfig.getProperty("spam.bannedwordslist")`stringRules`regexRules`null);" is 122.,63,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/BannedwordslistChecker.java
java,org.apache.roller.weblogger.util,BannedwordslistChecker,testComment,Complex Conditional,The conditional expression bannedwordslist.isBannedwordslisted(c.getUrl()`stringRules`regexRules) || bannedwordslist.isBannedwordslisted(c.getEmail()`stringRules`regexRules) || bannedwordslist.isBannedwordslisted(c.getName()`stringRules`regexRules)|| bannedwordslist.isBannedwordslisted(c.getContent()`stringRules`regexRules) is complex.,82,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/BannedwordslistChecker.java
java,org.apache.roller.weblogger.util,BannedwordslistChecker,testComment,Long Statement,The length of the statement "Bannedwordslist.populateSpamRules(website.getBannedwordslist()`stringRules`regexRules`WebloggerRuntimeConfig.getProperty("spam.bannedwordslist"));" is 146.,82,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/BannedwordslistChecker.java
java,org.apache.roller.weblogger.util,BannedwordslistChecker,testComment,Long Statement,The length of the statement "if (bannedwordslist.isBannedwordslisted(c.getUrl()`stringRules`regexRules) || bannedwordslist.isBannedwordslisted(c.getEmail()`stringRules`regexRules) || bannedwordslist.isBannedwordslisted(c.getName()`stringRules`regexRules)|| bannedwordslist.isBannedwordslisted(c.getContent()`stringRules`regexRules)) {" is 305.,82,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/BannedwordslistChecker.java
java,org.apache.roller.weblogger.util,Utilities,removeHTML,Complex Method,Cyclomatic complexity of the method is 8,145,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,copyFile,Empty catch clause,The method has an empty catch block.,360,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,copyInputToOutput,Empty catch clause,The method has an empty catch block.,400,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,copyInputToOutput,Empty catch clause,The method has an empty catch block.,400,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,encodePassword,Magic Number,The method contains a magic number: 0xff,478,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,encodePassword,Magic Number,The method contains a magic number: 0x10,478,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,encodePassword,Magic Number,The method contains a magic number: 0xff,478,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,encodePassword,Magic Number,The method contains a magic number: 16,478,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,removeVisibleHTMLTags,Complex Conditional,The conditional expression endIndex > stringIndex && lcresult.charAt(endIndex - 1) == '/' && (endIndex < nextStart || nextStart == -1) is complex.,722,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,removeVisibleHTMLTags,Complex Method,Cyclomatic complexity of the method is 9,722,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,toBase64,Magic Number,The method contains a magic number: 3,866,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,toBase64,Magic Number,The method contains a magic number: 2,866,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,toBase64,Magic Number,The method contains a magic number: 0xFF,866,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,toBase64,Magic Number,The method contains a magic number: 0xFF,866,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,toBase64,Magic Number,The method contains a magic number: 2,866,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,toBase64,Magic Number,The method contains a magic number: 0xFF,866,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,toBase64,Magic Number,The method contains a magic number: 4,866,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,toBase64,Magic Number,The method contains a magic number: 16,866,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,toBase64,Magic Number,The method contains a magic number: 0x3,866,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,toBase64,Magic Number,The method contains a magic number: 16,866,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,toBase64,Magic Number,The method contains a magic number: 64,866,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,toBase64,Magic Number,The method contains a magic number: 0xF,866,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,toBase64,Magic Number,The method contains a magic number: 4,866,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,toBase64,Magic Number,The method contains a magic number: 0x3F,866,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,stripInvalidTagCharacters,Complex Conditional,The conditional expression (33 <= c && c <= 126) || Character.isUnicodeIdentifierPart(c) || Character.isUnicodeIdentifierStart(c) is complex.,897,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,stripInvalidTagCharacters,Magic Number,The method contains a magic number: 34,897,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,stripInvalidTagCharacters,Magic Number,The method contains a magic number: 44,897,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,stripInvalidTagCharacters,Magic Number,The method contains a magic number: 33,897,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,stripInvalidTagCharacters,Magic Number,The method contains a magic number: 126,897,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,stripInvalidTagCharacters,Missing default,The following switch statement is missing a default case: switch (c) {,897,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,transformToHTMLSubset,Long Identifier,The length of the field OPENING_BLOCKQUOTE_TAG_PATTERN is 30.,944,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,transformToHTMLSubset,Long Identifier,The length of the field CLOSING_BLOCKQUOTE_TAG_PATTERN is 30.,944,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,transformToHTMLSubset,Magic Number,The method contains a magic number: 4,944,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
java,org.apache.roller.weblogger.util,Utilities,transformToHTMLSubset,Magic Number,The method contains a magic number: 4,944,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/util/Utilities.java
